X_axis;Y_axis;R;G;B;Camera;Photo_number;Color
897;226;195;226;228;iPhone 8;legocolor144.png;Aqua
922;301;201;233;230;iPhone 8;legocolor144.png;Aqua
969;181;219;181;72;iPhone 8;legocolor144.png;Yellow
995;241;252;209;78;iPhone 8;legocolor144.png;Yellow
1053;256;241;223;139;iPhone 8;legocolor144.png;Bright Light Yellow
1080;283;248;228;141;iPhone 8;legocolor144.png;Bright Light Yellow
1155;165;248;182;220;iPhone 8;legocolor144.png;Bright Pink
1190;201;249;182;223;iPhone 8;legocolor144.png;Bright Pink
322;384;231;224;216;iPhone 8;legocolor144.png;White
494;472;238;234;222;iPhone 8;legocolor144.png;White
565;497;207;231;157;iPhone 8;legocolor144.png;Yellowish Green
601;535;212;234;159;iPhone 8;legocolor144.png;Yellowish Green
662;573;216;196;159;iPhone 8;legocolor144.png;Tan
735;623;217;195;158;iPhone 8;legocolor144.png;Tan
794;627;186;106;105;iPhone 8;legocolor144.png;Red
833;705;238;62;72;iPhone 8;legocolor144.png;Red
938;531;139;142;149;iPhone 8;legocolor144.png;Dark Bluish Grey
995;619;153;158;164;iPhone 8;legocolor144.png;Dark Bluish Grey
1104;460;75;78;83;iPhone 8;legocolor144.png;Black
1162;550;80;83;88;iPhone 8;legocolor144.png;Black
1154;342;170;177;185;iPhone 8;legocolor144.png;Light Bluish Grey
1212;452;202;203;205;iPhone 8;legocolor144.png;Light Bluish Grey
1499;543;192;84;46;iPhone 8;legocolor145.png;Orange
1259;660;159;65;29;iPhone 8;legocolor145.png;Orange
1185;764;51;113;124;iPhone 8;legocolor145.png;Medium Azure
896;788;54;120;134;iPhone 8;legocolor145.png;Medium Azure
802;454;23;72;105;iPhone 8;legocolor145.png;Dark Azure
766;606;20;76;109;iPhone 8;legocolor145.png;Dark Azure
679;563;165;190;168;iPhone 8;legocolor145.png;Aqua
649;692;170;191;160;iPhone 8;legocolor145.png;Aqua
557;778;223;176;58;iPhone 8;legocolor145.png;Yellow
504;725;204;156;56;iPhone 8;legocolor145.png;Yellow
453;669;171;146;80;iPhone 8;legocolor145.png;Bright Light Yellow
405;749;224;193;100;iPhone 8;legocolor145.png;Bright Light Yellow
261;773;177;115;138;iPhone 8;legocolor145.png;Bright Pink
212;865;192;129;146;iPhone 8;legocolor145.png;Bright Pink
1467;347;181;164;144;iPhone 8;legocolor145.png;White
1214;342;187;169;147;iPhone 8;legocolor145.png;White
1119;408;103;118;75;iPhone 8;legocolor145.png;Yellowish Green
1080;456;91;108;66;iPhone 8;legocolor145.png;Yellowish Green
1003;255;110;98;76;iPhone 8;legocolor145.png;Tan
918;333;91;83;62;iPhone 8;legocolor145.png;Tan
852;183;103;47;58;iPhone 8;legocolor145.png;Red
813;266;85;38;46;iPhone 8;legocolor145.png;Red
709;312;35;40;46;iPhone 8;legocolor145.png;Dark Bluish Grey
621;306;38;43;49;iPhone 8;legocolor145.png;Dark Bluish Grey
488;262;24;29;35;iPhone 8;legocolor145.png;Black
404;261;31;36;42;iPhone 8;legocolor145.png;Black
433;343;85;85;85;iPhone 8;legocolor145.png;Light Bluish Grey
288;347;84;85;80;iPhone 8;legocolor145.png;Light Bluish Grey
357;446;151;61;8;iPhone 12 Pro;legocolor146.png;Orange
491;491;188;97;52;iPhone 12 Pro;legocolor146.png;Orange
547;454;45;127;177;iPhone 12 Pro;legocolor146.png;Medium Azure
714;471;39;121;171;iPhone 12 Pro;legocolor146.png;Medium Azure
771;463;11;91;162;iPhone 12 Pro;legocolor146.png;Dark Azure
802;548;12;94;168;iPhone 12 Pro;legocolor146.png;Dark Azure
846;449;112;158;191;iPhone 12 Pro;legocolor146.png;Aqua
881;517;115;161;194;iPhone 12 Pro;legocolor146.png;Aqua
926;425;140;128;42;iPhone 12 Pro;legocolor146.png;Yellow
952;471;147;131;43;iPhone 12 Pro;legocolor146.png;Yellow
998;480;155;158;113;iPhone 12 Pro;legocolor146.png;Bright Light Yellow
1031;510;163;165;118;iPhone 12 Pro;legocolor146.png;Bright Light Yellow
1090;408;144;117;184;iPhone 12 Pro;legocolor146.png;Bright Pink
1128;449;147;117;187;iPhone 12 Pro;legocolor146.png;Bright Pink
265;577;198;220;243;iPhone 12 Pro;legocolor146.png;White
432;654;153;173;197;iPhone 12 Pro;legocolor146.png;White
499;685;129;166;125;iPhone 12 Pro;legocolor146.png;Yellowish Green
536;704;130;167;124;iPhone 12 Pro;legocolor146.png;Yellowish Green
561;744;127;132;125;iPhone 12 Pro;legocolor146.png;Tan
653;785;113;113;105;iPhone 12 Pro;legocolor146.png;Tan
706;823;117;64;80;iPhone 12 Pro;legocolor146.png;Red
757;872;147;51;65;iPhone 12 Pro;legocolor146.png;Red
843;770;42;55;74;iPhone 12 Pro;legocolor146.png;Dark Bluish Grey
948;793;45;62;82;iPhone 12 Pro;legocolor146.png;Dark Bluish Grey
1040;648;5;11;27;iPhone 12 Pro;legocolor146.png;Black
1115;725;8;19;37;iPhone 12 Pro;legocolor146.png;Black
1077;548;58;74;99;iPhone 12 Pro;legocolor146.png;Light Bluish Grey
1158;635;87;104;130;iPhone 12 Pro;legocolor146.png;Light Bluish Grey
1237;458;159;76;36;iPhone 12 Pro;legocolor147.png;Orange
1174;570;186;88;15;iPhone 12 Pro;legocolor147.png;Orange
1199;647;54;115;146;iPhone 12 Pro;legocolor147.png;Medium Azure
1067;758;25;89;117;iPhone 12 Pro;legocolor147.png;Medium Azure
847;607;4;79;137;iPhone 12 Pro;legocolor147.png;Dark Azure
842;684;16;88;147;iPhone 12 Pro;legocolor147.png;Dark Azure
823;708;110;146;158;iPhone 12 Pro;legocolor147.png;Aqua
796;804;120;159;158;iPhone 12 Pro;legocolor147.png;Aqua
811;828;196;178;80;iPhone 12 Pro;legocolor147.png;Yellow
798;933;141;124;54;iPhone 12 Pro;legocolor147.png;Yellow
697;906;148;144;97;iPhone 12 Pro;legocolor147.png;Bright Light Yellow
636;919;178;181;160;iPhone 12 Pro;legocolor147.png;Bright Light Yellow
639;1031;171;142;222;iPhone 12 Pro;legocolor147.png;Bright Pink
571;1138;168;140;217;iPhone 12 Pro;legocolor147.png;Bright Pink
1079;358;219;238;253;iPhone 12 Pro;legocolor147.png;White
987;467;163;184;205;iPhone 12 Pro;legocolor147.png;White
906;482;132;169;128;iPhone 12 Pro;legocolor147.png;Yellowish Green
859;502;144;185;141;iPhone 12 Pro;legocolor147.png;Yellowish Green
781;457;125;130;107;iPhone 12 Pro;legocolor147.png;Tan
703;459;175;179;178;iPhone 12 Pro;legocolor147.png;Tan
631;452;107;15;20;iPhone 12 Pro;legocolor147.png;Red
624;511;118;27;42;iPhone 12 Pro;legocolor147.png;Red
594;561;38;54;70;iPhone 12 Pro;legocolor147.png;Dark Bluish Grey
498;585;93;113;140;iPhone 12 Pro;legocolor147.png;Dark Bluish Grey
440;599;4;10;24;iPhone 12 Pro;legocolor147.png;Black
385;621;2;5;14;iPhone 12 Pro;legocolor147.png;Black
483;649;121;142;169;iPhone 12 Pro;legocolor147.png;Light Bluish Grey
334;744;133;161;208;iPhone 12 Pro;legocolor147.png;Light Bluish Grey
178;489;204;112;39;iPhone 12 Pro;legocolor148.png;Orange
390;560;187;94;16;iPhone 12 Pro;legocolor148.png;Orange
522;517;54;111;130;iPhone 12 Pro;legocolor148.png;Medium Azure
782;546;47;109;134;iPhone 12 Pro;legocolor148.png;Medium Azure
857;527;23;85;136;iPhone 12 Pro;legocolor148.png;Dark Azure
905;656;24;82;128;iPhone 12 Pro;legocolor148.png;Dark Azure
995;542;158;190;185;iPhone 12 Pro;legocolor148.png;Aqua
1019;619;146;173;166;iPhone 12 Pro;legocolor148.png;Aqua
1088;503;194;166;41;iPhone 12 Pro;legocolor148.png;Yellow
1151;502;176;147;27;iPhone 12 Pro;legocolor148.png;Yellow
1215;562;176;160;75;iPhone 12 Pro;legocolor148.png;Bright Light Yellow
1263;556;174;157;75;iPhone 12 Pro;legocolor148.png;Bright Light Yellow
1384;441;169;123;151;iPhone 12 Pro;legocolor148.png;Bright Pink
1423;481;180;135;178;iPhone 12 Pro;legocolor148.png;Bright Pink
80;733;179;177;164;iPhone 12 Pro;legocolor148.png;White
345;835;174;173;152;iPhone 12 Pro;legocolor148.png;White
462;884;148;165;87;iPhone 12 Pro;legocolor148.png;Yellowish Green
510;920;151;166;85;iPhone 12 Pro;legocolor148.png;Yellowish Green
572;958;132;122;86;iPhone 12 Pro;legocolor148.png;Tan
715;1051;134;120;83;iPhone 12 Pro;legocolor148.png;Tan
792;1085;116;46;38;iPhone 12 Pro;legocolor148.png;Red
860;1174;126;8;8;iPhone 12 Pro;legocolor148.png;Red
1001;1029;58;59;61;iPhone 12 Pro;legocolor148.png;Dark Bluish Grey
1126;1037;58;62;65;iPhone 12 Pro;legocolor148.png;Dark Bluish Grey
1266;847;7;9;8;iPhone 12 Pro;legocolor148.png;Black
1347;925;2;4;3;iPhone 12 Pro;legocolor148.png;Black
1335;690;79;86;94;iPhone 12 Pro;legocolor148.png;Light Bluish Grey
1512;690;108;117;126;iPhone 12 Pro;legocolor148.png;Light Bluish Grey
1282;248;218;133;76;iPhone 12 Pro;legocolor149.png;Orange
1214;409;143;72;10;iPhone 12 Pro;legocolor149.png;Orange
1281;495;71;119;139;iPhone 12 Pro;legocolor149.png;Medium Azure
1109;680;44;108;135;iPhone 12 Pro;legocolor149.png;Medium Azure
819;450;5;71;121;iPhone 12 Pro;legocolor149.png;Dark Azure
785;513;0;66;116;iPhone 12 Pro;legocolor149.png;Dark Azure
796;587;116;147;142;iPhone 12 Pro;legocolor149.png;Aqua
754;702;119;145;134;iPhone 12 Pro;legocolor149.png;Aqua
808;734;203;169;43;iPhone 12 Pro;legocolor149.png;Yellow
766;872;150;119;13;iPhone 12 Pro;legocolor149.png;Yellow
671;843;152;138;65;iPhone 12 Pro;legocolor149.png;Bright Light Yellow
623;914;148;139;70;iPhone 12 Pro;legocolor149.png;Bright Light Yellow
613;992;172;123;153;iPhone 12 Pro;legocolor149.png;Bright Pink
534;1137;174;129;162;iPhone 12 Pro;legocolor149.png;Bright Pink
1073;151;226;224;212;iPhone 12 Pro;legocolor149.png;White
914;304;219;219;207;iPhone 12 Pro;legocolor149.png;White
827;336;114;131;76;iPhone 12 Pro;legocolor149.png;Yellowish Green
765;349;129;149;80;iPhone 12 Pro;legocolor149.png;Yellowish Green
654;298;119;119;83;iPhone 12 Pro;legocolor149.png;Tan
569;296;169;154;123;iPhone 12 Pro;legocolor149.png;Tan
422;283;100;19;18;iPhone 12 Pro;legocolor149.png;Red
400;381;94;12;14;iPhone 12 Pro;legocolor149.png;Red
399;435;41;46;49;iPhone 12 Pro;legocolor149.png;Dark Bluish Grey
281;476;60;64;65;iPhone 12 Pro;legocolor149.png;Dark Bluish Grey
248;477;7;11;14;iPhone 12 Pro;legocolor149.png;Black
133;518;2;3;5;iPhone 12 Pro;legocolor149.png;Black
310;550;124;128;129;iPhone 12 Pro;legocolor149.png;Light Bluish Grey
245;757;69;78;77;iPhone 12 Pro;legocolor149.png;Light Bluish Grey
385;435;161;73;25;iPhone 12 Pro;legocolor150.png;Orange
545;469;185;96;52;iPhone 12 Pro;legocolor150.png;Orange
596;440;52;135;185;iPhone 12 Pro;legocolor150.png;Medium Azure
777;453;41;126;180;iPhone 12 Pro;legocolor150.png;Medium Azure
812;416;13;93;164;iPhone 12 Pro;legocolor150.png;Dark Azure
854;513;14;93;168;iPhone 12 Pro;legocolor150.png;Dark Azure
891;411;115;162;192;iPhone 12 Pro;legocolor150.png;Aqua
931;477;121;168;198;iPhone 12 Pro;legocolor150.png;Aqua
975;375;153;139;51;iPhone 12 Pro;legocolor150.png;Yellow
1005;431;154;137;45;iPhone 12 Pro;legocolor150.png;Yellow
1052;433;158;160;113;iPhone 12 Pro;legocolor150.png;Bright Light Yellow
1064;408;215;219;160;iPhone 12 Pro;legocolor150.png;Bright Light Yellow
1148;348;145;117;176;iPhone 12 Pro;legocolor150.png;Bright Pink
1186;386;150;121;187;iPhone 12 Pro;legocolor150.png;Bright Pink
298;558;171;189;209;iPhone 12 Pro;legocolor150.png;White
485;632;165;185;209;iPhone 12 Pro;legocolor150.png;White
549;663;141;179;138;iPhone 12 Pro;legocolor150.png;Yellowish Green
590;682;143;182;138;iPhone 12 Pro;legocolor150.png;Yellowish Green
624;737;127;128;120;iPhone 12 Pro;legocolor150.png;Tan
708;768;130;127;118;iPhone 12 Pro;legocolor150.png;Tan
750;794;117;59;73;iPhone 12 Pro;legocolor150.png;Red
810;852;122;7;24;iPhone 12 Pro;legocolor150.png;Red
893;743;37;50;69;iPhone 12 Pro;legocolor150.png;Dark Bluish Grey
986;759;43;56;75;iPhone 12 Pro;legocolor150.png;Dark Bluish Grey
1107;613;9;15;29;iPhone 12 Pro;legocolor150.png;Black
1166;675;4;11;27;iPhone 12 Pro;legocolor150.png;Black
1104;508;50;63;80;iPhone 12 Pro;legocolor150.png;Light Bluish Grey
1209;564;74;89;110;iPhone 12 Pro;legocolor150.png;Light Bluish Grey
519;500;236;100;12;iPhone 12 Pro;legocolor151.png;Orange
634;555;245;124;33;iPhone 12 Pro;legocolor151.png;Orange
687;541;96;183;211;iPhone 12 Pro;legocolor151.png;Medium Azure
837;561;91;182;213;iPhone 12 Pro;legocolor151.png;Medium Azure
864;555;61;151;214;iPhone 12 Pro;legocolor151.png;Dark Azure
898;641;61;149;213;iPhone 12 Pro;legocolor151.png;Dark Azure
951;566;176;210;211;iPhone 12 Pro;legocolor151.png;Aqua
977;637;182;214;211;iPhone 12 Pro;legocolor151.png;Aqua
1027;576;224;190;54;iPhone 12 Pro;legocolor151.png;Yellow
1060;612;224;187;54;iPhone 12 Pro;legocolor151.png;Yellow
1091;617;219;204;121;iPhone 12 Pro;legocolor151.png;Bright Light Yellow
1122;618;215;198;118;iPhone 12 Pro;legocolor151.png;Bright Light Yellow
1206;564;226;171;210;iPhone 12 Pro;legocolor151.png;Bright Pink
1237;613;227;172;211;iPhone 12 Pro;legocolor151.png;Bright Pink
413;583;207;208;202;iPhone 12 Pro;legocolor151.png;White
587;671;231;232;226;iPhone 12 Pro;legocolor151.png;White
598;704;184;208;132;iPhone 12 Pro;legocolor151.png;Yellowish Green
644;698;187;207;146;iPhone 12 Pro;legocolor151.png;Yellowish Green
630;745;175;173;135;iPhone 12 Pro;legocolor151.png;Tan
700;792;187;172;133;iPhone 12 Pro;legocolor151.png;Tan
722;819;184;72;71;iPhone 12 Pro;legocolor151.png;Red
754;866;210;60;62;iPhone 12 Pro;legocolor151.png;Red
852;832;122;127;131;iPhone 12 Pro;legocolor151.png;Dark Bluish Grey
923;838;120;125;129;iPhone 12 Pro;legocolor151.png;Dark Bluish Grey
1035;746;62;63;65;iPhone 12 Pro;legocolor151.png;Black
1108;766;42;45;50;iPhone 12 Pro;legocolor151.png;Black
1118;671;147;154;160;iPhone 12 Pro;legocolor151.png;Light Bluish Grey
1207;683;164;172;175;iPhone 12 Pro;legocolor151.png;Light Bluish Grey
1221;870;214;109;44;iPhone 12 Pro;legocolor152.png;Orange
1058;832;192;98;46;iPhone 12 Pro;legocolor152.png;Orange
1010;866;57;146;206;iPhone 12 Pro;legocolor152.png;Medium Azure
838;863;51;157;219;iPhone 12 Pro;legocolor152.png;Medium Azure
783;823;32;131;222;iPhone 12 Pro;legocolor152.png;Dark Azure
770;792;95;149;213;iPhone 12 Pro;legocolor152.png;Dark Azure
708;871;144;203;235;iPhone 12 Pro;legocolor152.png;Aqua
704;839;141;190;223;iPhone 12 Pro;legocolor152.png;Aqua
655;940;197;185;99;iPhone 12 Pro;legocolor152.png;Yellow
637;905;173;170;119;iPhone 12 Pro;legocolor152.png;Yellow
588;887;206;212;164;iPhone 12 Pro;legocolor152.png;Bright Light Yellow
565;869;167;167;113;iPhone 12 Pro;legocolor152.png;Bright Light Yellow
492;970;164;133;201;iPhone 12 Pro;legocolor152.png;Bright Pink
472;952;175;163;225;iPhone 12 Pro;legocolor152.png;Bright Pink
1219;674;199;221;245;iPhone 12 Pro;legocolor152.png;White
1083;672;164;186;210;iPhone 12 Pro;legocolor152.png;White
1003;638;164;214;165;iPhone 12 Pro;legocolor152.png;Yellowish Green
979;618;162;211;164;iPhone 12 Pro;legocolor152.png;Yellowish Green
923;546;136;139;130;iPhone 12 Pro;legocolor152.png;Tan
877;517;167;173;169;iPhone 12 Pro;legocolor152.png;Tan
807;472;136;43;64;iPhone 12 Pro;legocolor152.png;Red
786;490;138;53;76;iPhone 12 Pro;legocolor152.png;Red
723;548;29;45;70;iPhone 12 Pro;legocolor152.png;Dark Bluish Grey
646;528;69;88;120;iPhone 12 Pro;legocolor152.png;Dark Bluish Grey
585;595;0;2;1;iPhone 12 Pro;legocolor152.png;Black
498;604;2;6;17;iPhone 12 Pro;legocolor152.png;Black
538;705;98;122;156;iPhone 12 Pro;legocolor152.png;Light Bluish Grey
423;704;121;149;188;iPhone 12 Pro;legocolor152.png;Light Bluish Grey
442;862;248;123;17;iPhone 12 Pro;legocolor153.png;Orange
478;758;238;123;34;iPhone 12 Pro;legocolor153.png;Orange
429;687;67;155;191;iPhone 12 Pro;legocolor153.png;Medium Azure
419;558;88;195;229;iPhone 12 Pro;legocolor153.png;Medium Azure
492;585;62;124;171;iPhone 12 Pro;legocolor153.png;Dark Azure
482;493;61;115;159;iPhone 12 Pro;legocolor153.png;Dark Azure
426;525;112;159;169;iPhone 12 Pro;legocolor153.png;Aqua
418;467;108;156;170;iPhone 12 Pro;legocolor153.png;Aqua
309;495;176;151;69;iPhone 12 Pro;legocolor153.png;Yellow
345;476;211;181;47;iPhone 12 Pro;legocolor153.png;Yellow
376;462;207;184;91;iPhone 12 Pro;legocolor153.png;Bright Light Yellow
381;446;205;184;95;iPhone 12 Pro;legocolor153.png;Bright Light Yellow
278;372;173;114;132;iPhone 12 Pro;legocolor153.png;Bright Pink
304;394;202;157;180;iPhone 12 Pro;legocolor153.png;Bright Pink
741;854;83;81;82;iPhone 12 Pro;legocolor153.png;White
703;682;194;193;189;iPhone 12 Pro;legocolor153.png;White
760;729;168;188;117;iPhone 12 Pro;legocolor153.png;Yellowish Green
730;667;210;234;156;iPhone 12 Pro;legocolor153.png;Yellowish Green
845;659;172;160;122;iPhone 12 Pro;legocolor153.png;Tan
825;596;165;150;121;iPhone 12 Pro;legocolor153.png;Tan
879;555;139;22;30;iPhone 12 Pro;legocolor153.png;Red
912;508;144;83;90;iPhone 12 Pro;legocolor153.png;Red
771;493;95;95;97;iPhone 12 Pro;legocolor153.png;Dark Bluish Grey
809;493;85;86;88;iPhone 12 Pro;legocolor153.png;Dark Bluish Grey
696;431;1;6;12;iPhone 12 Pro;legocolor153.png;Black
698;347;21;29;40;iPhone 12 Pro;legocolor153.png;Black
572;419;111;119;121;iPhone 12 Pro;legocolor153.png;Light Bluish Grey
573;334;170;183;192;iPhone 12 Pro;legocolor153.png;Light Bluish Grey
973;187;185;88;37;iPhone 12 Pro;legocolor154.png;Orange
923;346;233;138;82;iPhone 12 Pro;legocolor154.png;Orange
956;348;83;158;181;iPhone 12 Pro;legocolor154.png;Medium Azure
968;498;51;117;131;iPhone 12 Pro;legocolor154.png;Medium Azure
876;471;19;79;113;iPhone 12 Pro;legocolor154.png;Dark Azure
858;658;22;77;107;iPhone 12 Pro;legocolor154.png;Dark Azure
964;610;141;156;137;iPhone 12 Pro;legocolor154.png;Aqua
961;763;130;142;118;iPhone 12 Pro;legocolor154.png;Aqua
1086;731;251;224;85;iPhone 12 Pro;legocolor154.png;Yellow
1149;835;175;133;33;iPhone 12 Pro;legocolor154.png;Yellow
988;874;162;141;76;iPhone 12 Pro;legocolor154.png;Bright Light Yellow
1062;942;149;125;61;iPhone 12 Pro;legocolor154.png;Bright Light Yellow
1209;966;176;119;154;iPhone 12 Pro;legocolor154.png;Bright Pink
1233;1106;165;121;148;iPhone 12 Pro;legocolor154.png;Bright Pink
651;208;194;190;178;iPhone 12 Pro;legocolor154.png;White
691;415;155;157;143;iPhone 12 Pro;legocolor154.png;White
546;435;123;137;75;iPhone 12 Pro;legocolor154.png;Yellowish Green
602;491;125;141;78;iPhone 12 Pro;legocolor154.png;Yellowish Green
348;463;134;120;93;iPhone 12 Pro;legocolor154.png;Tan
404;555;122;107;76;iPhone 12 Pro;legocolor154.png;Tan
179;521;177;52;56;iPhone 12 Pro;legocolor154.png;Red
252;627;104;15;19;iPhone 12 Pro;legocolor154.png;Red
257;729;42;44;43;iPhone 12 Pro;legocolor154.png;Dark Bluish Grey
319;754;37;41;40;iPhone 12 Pro;legocolor154.png;Dark Bluish Grey
354;767;7;9;8;iPhone 12 Pro;legocolor154.png;Black
369;963;5;7;6;iPhone 12 Pro;legocolor154.png;Black
542;857;98;100;99;iPhone 12 Pro;legocolor154.png;Light Bluish Grey
617;1028;95;99;98;iPhone 12 Pro;legocolor154.png;Light Bluish Grey
1137;190;210;109;29;iPhone 12 Pro;legocolor155.png;Orange
1054;346;215;140;85;iPhone 12 Pro;legocolor155.png;Orange
1106;360;100;153;171;iPhone 12 Pro;legocolor155.png;Medium Azure
1036;490;52;118;144;iPhone 12 Pro;legocolor155.png;Medium Azure
929;454;22;81;125;iPhone 12 Pro;legocolor155.png;Dark Azure
918;660;35;88;128;iPhone 12 Pro;legocolor155.png;Dark Azure
1020;593;140;161;146;iPhone 12 Pro;legocolor155.png;Aqua
988;813;199;209;185;iPhone 12 Pro;legocolor155.png;Aqua
1185;779;168;134;24;iPhone 12 Pro;legocolor155.png;Yellow
1144;905;151;119;18;iPhone 12 Pro;legocolor155.png;Yellow
1046;935;181;164;86;iPhone 12 Pro;legocolor155.png;Bright Light Yellow
999;980;178;160;78;iPhone 12 Pro;legocolor155.png;Bright Light Yellow
1262;1055;142;98;125;iPhone 12 Pro;legocolor155.png;Bright Pink
1206;1179;183;137;165;iPhone 12 Pro;legocolor155.png;Bright Pink
806;246;167;169;156;iPhone 12 Pro;legocolor155.png;White
754;383;216;215;195;iPhone 12 Pro;legocolor155.png;White
676;413;145;163;89;iPhone 12 Pro;legocolor155.png;Yellowish Green
625;454;148;167;88;iPhone 12 Pro;legocolor155.png;Yellowish Green
424;472;128;116;78;iPhone 12 Pro;legocolor155.png;Tan
377;515;126;112;75;iPhone 12 Pro;legocolor155.png;Tan
237;448;101;25;25;iPhone 12 Pro;legocolor155.png;Red
202;561;122;31;30;iPhone 12 Pro;legocolor155.png;Red
287;558;37;41;42;iPhone 12 Pro;legocolor155.png;Dark Bluish Grey
204;682;56;58;57;iPhone 12 Pro;legocolor155.png;Dark Bluish Grey
238;711;54;53;49;iPhone 12 Pro;legocolor155.png;Black
274;912;24;26;25;iPhone 12 Pro;legocolor155.png;Black
426;939;105;109;108;iPhone 12 Pro;legocolor155.png;Light Bluish Grey
513;940;92;97;100;iPhone 12 Pro;legocolor155.png;Light Bluish Grey
254;300;237;123;11;iPhone 12 Pro;legocolor156.png;Orange
415;338;226;126;28;iPhone 12 Pro;legocolor156.png;Orange
489;319;101;178;222;iPhone 12 Pro;legocolor156.png;Medium Azure
662;337;71;162;217;iPhone 12 Pro;legocolor156.png;Medium Azure
708;354;71;143;217;iPhone 12 Pro;legocolor156.png;Dark Azure
744;400;75;134;200;iPhone 12 Pro;legocolor156.png;Dark Azure
798;317;139;181;193;iPhone 12 Pro;legocolor156.png;Aqua
830;366;162;195;200;iPhone 12 Pro;legocolor156.png;Aqua
880;285;193;161;50;iPhone 12 Pro;legocolor156.png;Yellow
914;306;198;163;43;iPhone 12 Pro;legocolor156.png;Yellow
956;338;189;185;112;iPhone 12 Pro;legocolor156.png;Bright Light Yellow
987;354;204;193;111;iPhone 12 Pro;legocolor156.png;Bright Light Yellow
1061;231;190;146;173;iPhone 12 Pro;legocolor156.png;Bright Pink
1101;263;198;150;172;iPhone 12 Pro;legocolor156.png;Bright Pink
188;493;169;211;223;iPhone 12 Pro;legocolor156.png;White
389;528;228;243;236;iPhone 12 Pro;legocolor156.png;White
445;581;188;227;172;iPhone 12 Pro;legocolor156.png;Yellowish Green
485;592;181;224;168;iPhone 12 Pro;legocolor156.png;Yellowish Green
515;684;205;219;193;iPhone 12 Pro;legocolor156.png;Tan
598;700;192;192;164;iPhone 12 Pro;legocolor156.png;Tan
637;739;194;44;43;iPhone 12 Pro;legocolor156.png;Red
686;783;195;43;38;iPhone 12 Pro;legocolor156.png;Red
773;693;106;108;105;iPhone 12 Pro;legocolor156.png;Dark Bluish Grey
858;698;100;102;101;iPhone 12 Pro;legocolor156.png;Dark Bluish Grey
951;598;54;70;83;iPhone 12 Pro;legocolor156.png;Black
1027;627;95;89;77;iPhone 12 Pro;legocolor156.png;Black
983;483;155;172;182;iPhone 12 Pro;legocolor156.png;Light Bluish Grey
1073;540;147;153;151;iPhone 12 Pro;legocolor156.png;Light Bluish Grey
134;340;172;76;2;iPhone 12 Pro;legocolor157.png;Orange
381;405;198;105;28;iPhone 12 Pro;legocolor157.png;Orange
479;137;53;118;148;iPhone 12 Pro;legocolor157.png;Medium Azure
758;354;43;116;149;iPhone 12 Pro;legocolor157.png;Medium Azure
841;440;1;71;131;iPhone 12 Pro;legocolor157.png;Dark Azure
886;440;10;79;136;iPhone 12 Pro;legocolor157.png;Dark Azure
977;353;141;173;168;iPhone 12 Pro;legocolor157.png;Aqua
1025;352;150;179;175;iPhone 12 Pro;legocolor157.png;Aqua
1104;206;164;130;20;iPhone 12 Pro;legocolor157.png;Yellow
1142;241;182;150;29;iPhone 12 Pro;legocolor157.png;Yellow
1230;298;184;168;81;iPhone 12 Pro;legocolor157.png;Bright Light Yellow
1289;300;178;162;75;iPhone 12 Pro;legocolor157.png;Bright Light Yellow
1413;158;131;90;124;iPhone 12 Pro;legocolor157.png;Bright Pink
1477;176;169;142;177;iPhone 12 Pro;legocolor157.png;Bright Pink
88;645;210;208;196;iPhone 12 Pro;legocolor157.png;White
374;644;201;203;192;iPhone 12 Pro;legocolor157.png;White
474;730;197;219;136;iPhone 12 Pro;legocolor157.png;Yellowish Green
528;767;178;201;119;iPhone 12 Pro;legocolor157.png;Yellowish Green
598;902;133;124;93;iPhone 12 Pro;legocolor157.png;Tan
713;945;140;127;93;iPhone 12 Pro;legocolor157.png;Tan
789;1041;134;21;23;iPhone 12 Pro;legocolor157.png;Red
831;1078;131;22;27;iPhone 12 Pro;legocolor157.png;Red
963;935;0;3;9;iPhone 12 Pro;legocolor157.png;Dark Bluish Grey
1093;939;13;18;21;iPhone 12 Pro;legocolor157.png;Dark Bluish Grey
1230;795;1;3;2;iPhone 12 Pro;legocolor157.png;Black
1354;843;4;5;7;iPhone 12 Pro;legocolor157.png;Black
1300;625;100;105;108;iPhone 12 Pro;legocolor157.png;Light Bluish Grey
1471;683;94;99;102;iPhone 12 Pro;legocolor157.png;Light Bluish Grey
137;507;162;67;19;iPhone 12 Pro;legocolor158.png;Orange
371;574;161;73;25;iPhone 12 Pro;legocolor158.png;Orange
467;538;59;113;123;iPhone 12 Pro;legocolor158.png;Medium Azure
720;552;57;113;128;iPhone 12 Pro;legocolor158.png;Medium Azure
800;537;30;88;125;iPhone 12 Pro;legocolor158.png;Dark Azure
841;654;22;78;111;iPhone 12 Pro;legocolor158.png;Dark Azure
910;506;144;169;165;iPhone 12 Pro;legocolor158.png;Aqua
947;621;151;176;170;iPhone 12 Pro;legocolor158.png;Aqua
1011;475;177;144;41;iPhone 12 Pro;legocolor158.png;Yellow
1047;551;149;110;17;iPhone 12 Pro;legocolor158.png;Yellow
1120;566;146;128;64;iPhone 12 Pro;legocolor158.png;Bright Light Yellow
1160;596;144;126;62;iPhone 12 Pro;legocolor158.png;Bright Light Yellow
1247;452;189;131;153;iPhone 12 Pro;legocolor158.png;Bright Pink
