X_axis;Y_axis;R;G;B;Camera;Photo_number;Color;Hue;Saturation;Value;Y;U;V;R_Average;G_Average;B_Average
721;1130;181;49;28;iPhone 12 Pro;legocolor172.png;Red;8.0;0.84530387;0.70980392;86.074;-28.572408;83.250102;101;125;129
774;1171;150;29;20;iPhone 12 Pro;legocolor172.png;Red;4.0;0.86666667;0.58823529;64.153;-21.723276;75.287819;101;125;129
907;1015;117;120;113;iPhone 12 Pro;legocolor172.png;Dark Bluish Grey;86.0;0.05833333;0.47058824;118.305;-2.61006;-1.144485;101;125;129
1030;1061;111;112;106;iPhone 12 Pro;legocolor172.png;Dark Bluish Grey;70.0;0.05357143;0.43921569;111.017;-2.468364;-0.014909;101;125;129
1150;900;34;36;25;iPhone 12 Pro;legocolor172.png;Black;71.0;0.30555556;0.14117647;34.148;-4.500816;-0.129796;101;125;129
1256;939;25;26;12;iPhone 12 Pro;legocolor172.png;Black;64.0;0.53846154;0.10196078;24.105;-5.95566;0.784915;101;125;129
1220;724;150;151;133;iPhone 12 Pro;legocolor172.png;Light Bluish Grey;63.0;0.1192053;0.59215686;148.649;-7.699308;1.184827;101;125;129
1386;761;145;144;123;iPhone 12 Pro;legocolor172.png;Light Bluish Grey;57.0;0.15172414;0.56862745;141.905;-9.30126;2.714315;101;125;129
276;320;220;111;6;iPhone 12 Pro;legocolor173.png;Orange;29.0;0.97272727;0.8627451;131.621;-61.805532;77.508383;132;142;129
432;373;212;110;10;iPhone 12 Pro;legocolor173.png;Orange;30.0;0.95283019;0.83137255;129.098;-58.596216;72.705054;132;142;129
520;211;63;101;120;iPhone 12 Pro;legocolor173.png;Medium Azure;200.0;0.475;0.47058824;91.804;13.872432;-25.261108;132;142;129
695;321;75;156;201;iPhone 12 Pro;legocolor173.png;Medium Azure;201.0;0.62686567;0.78823529;136.911;31.531788;-54.295947;132;142;129
768;342;3;69;127;iPhone 12 Pro;legocolor173.png;Dark Azure;208.0;0.97637795;0.49803922;55.878;34.992024;-46.374006;132;142;129
796;414;73;102;132;iPhone 12 Pro;legocolor173.png;Dark Azure;211.0;0.4469697;0.51764706;96.749;17.343492;-20.827873;132;142;129
849;290;188;209;204;iPhone 12 Pro;legocolor173.png;Aqua;166.0;0.10047847;0.81960784;202.151;0.909708;-12.410427;132;142;129
886;381;83;91;80;iPhone 12 Pro;legocolor173.png;Aqua;104.0;0.12087912;0.35686275;87.354;-3.618168;-3.818458;132;142;129
923;229;224;191;36;iPhone 12 Pro;legocolor173.png;Yellow;49.0;0.83928571;0.87843137;183.197;-72.420924;35.784231;132;142;129
956;296;177;149;52;iPhone 12 Pro;legocolor173.png;Yellow;47.0;0.70621469;0.69411765;146.314;-46.402488;26.911622;132;142;129
1005;287;206;191;88;iPhone 12 Pro;legocolor173.png;Bright Light Yellow;52.0;0.57281553;0.80784314;183.743;-47.105556;19.519389;132;142;129
1040;332;158;146;88;iPhone 12 Pro;legocolor173.png;Bright Light Yellow;50.0;0.44303797;0.61960784;142.976;-27.048192;13.176048;132;142;129
1110;219;155;123;134;iPhone 12 Pro;legocolor173.png;Bright Pink;339.0;0.20645161;0.60784314;133.822;0.087576;18.573106;132;142;129
1152;248;153;115;130;iPhone 12 Pro;legocolor173.png;Bright Pink;336.0;0.24836601;0.6;128.072;0.948576;21.861856;132;142;129
247;509;219;215;204;iPhone 12 Pro;legocolor173.png;White;44.0;0.06849315;0.85882353;214.942;-5.383464;3.558866;132;142;129
412;589;170;170;146;iPhone 12 Pro;legocolor173.png;White;60.0;0.14117647;0.66666667;167.264;-10.461888;2.399472;132;142;129
498;582;202;217;124;iPhone 12 Pro;legocolor173.png;Yellowish Green;70.0;0.42857143;0.85098039;201.913;-38.333196;0.076299;132;142;129
547;623;206;222;133;iPhone 12 Pro;legocolor173.png;Yellowish Green;71.0;0.4009009;0.87058824;207.07;-36.44244;-0.93839;132;142;129
613;683;167;150;107;iPhone 12 Pro;legocolor173.png;Tan;43.0;0.35928144;0.65490196;150.181;-21.245052;14.750263;132;142;129
695;713;161;146;105;iPhone 12 Pro;legocolor173.png;Tan;44.0;0.34782609;0.63137255;145.811;-20.079012;13.320753;132;142;129
770;767;164;55;52;iPhone 12 Pro;legocolor173.png;Red;2.0;0.68292683;0.64313725;87.249;-17.342508;67.310627;132;142;129
804;805;140;103;97;iPhone 12 Pro;legocolor173.png;Red;8.0;0.30714286;0.54901961;113.379;-8.058468;23.346617;132;142;129
886;685;71;72;77;iPhone 12 Pro;legocolor173.png;Dark Bluish Grey;230.0;0.07792208;0.30196078;72.271;2.326668;-1.114667;132;142;129
981;714;59;61;60;iPhone 12 Pro;legocolor173.png;Dark Bluish Grey;150.0;0.03278689;0.23921569;60.288;-0.141696;-1.129576;132;142;129
1057;594;9;13;14;iPhone 12 Pro;legocolor173.png;Black;192.0;0.35714286;0.05490196;11.918;1.024344;-2.559086;132;142;129
1166;603;80;80;78;iPhone 12 Pro;legocolor173.png;Black;60.0;0.025;0.31372549;79.772;-0.871824;0.199956;132;142;129
1096;442;144;148;151;iPhone 12 Pro;legocolor173.png;Light Bluish Grey;206.0;0.04635762;0.59215686;147.146;1.896168;-2.759042;132;142;129
1237;467;140;140;142;iPhone 12 Pro;legocolor173.png;Light Bluish Grey;240.0;0.01408451;0.55686275;140.228;0.871824;-0.199956;132;142;129
534;223;166;68;0;iPhone 12 Pro;legocolor174.png;Orange;25.0;1.0;0.65098039;89.55;-44.0586;67.04665;122;133;112
620;321;232;131;15;iPhone 12 Pro;legocolor174.png;Orange;32.0;0.93534483;0.90980392;147.975;-65.4237;73.689925;122;133;112
683;325;87;140;154;iPhone 12 Pro;legocolor174.png;Medium Azure;193.0;0.43506494;0.60392157;125.749;13.899492;-33.982873;122;133;112
800;414;77;135;155;iPhone 12 Pro;legocolor174.png;Medium Azure;195.0;0.50322581;0.60784314;119.938;17.250504;-37.656626;122;133;112
829;415;48;106;146;iPhone 12 Pro;legocolor174.png;Dark Azure;204.0;0.67123288;0.57254902;93.218;25.968744;-39.656186;122;133;112
843;531;61;105;150;iPhone 12 Pro;legocolor174.png;Dark Azure;210.0;0.59333333;0.58823529;96.974;26.088792;-31.549198;122;133;112
944;462;129;160;154;iPhone 12 Pro;legocolor174.png;Aqua;168.0;0.19375;0.62745098;150.047;1.944876;-18.458219;122;133;112
962;570;153;179;170;iPhone 12 Pro;legocolor174.png;Aqua;159.0;0.1452514;0.70196078;170.2;-0.0984;-15.0844;122;133;112
1094;514;188;167;74;iPhone 12 Pro;legocolor174.png;Yellow;49.0;0.60638298;0.7372549;162.677;-43.629084;22.208271;122;133;112
1094;589;189;164;37;iPhone 12 Pro;legocolor174.png;Yellow;50.0;0.8042328;0.74117647;156.997;-59.038524;28.066631;122;133;112
1113;603;179;168;88;iPhone 12 Pro;legocolor174.png;Bright Light Yellow;53.0;0.50837989;0.70196078;162.169;-36.491148;14.760787;122;133;112
1144;632;169;160;83;iPhone 12 Pro;legocolor174.png;Bright Light Yellow;54.0;0.50887574;0.6627451;153.913;-34.889196;13.231299;122;133;112
1323;621;168;132;146;iPhone 12 Pro;legocolor174.png;Bright Pink;337.0;0.21428571;0.65882353;144.36;0.80688;20.73228;122;133;112
1341;691;182;139;158;iPhone 12 Pro;legocolor174.png;Bright Pink;333.0;0.23626374;0.71372549;154.023;1.956684;24.535829;122;133;112
337;267;150;158;135;iPhone 12 Pro;legocolor174.png;White;81.0;0.14556962;0.61960784;152.986;-8.849112;-2.618722;122;133;112
406;390;184;186;164;iPhone 12 Pro;legocolor174.png;White;65.0;0.11827957;0.72941176;182.894;-9.295848;0.969962;122;133;112
420;458;165;183;107;iPhone 12 Pro;legocolor174.png;Yellowish Green;74.0;0.41530055;0.71764706;168.954;-30.481368;-3.467658;122;133;112
474;471;146;163;93;iPhone 12 Pro;legocolor174.png;Yellowish Green;75.0;0.42944785;0.63921569;149.937;-28.013004;-3.452749;122;133;112
373;506;157;149;112;iPhone 12 Pro;legocolor174.png;Tan;49.0;0.2866242;0.61568627;147.174;-17.305608;8.617402;122;133;112
460;582;137;129;93;iPhone 12 Pro;legocolor174.png;Tan;49.0;0.32116788;0.5372549;127.288;-16.869696;8.517424;122;133;112
377;605;127;54;47;iPhone 12 Pro;legocolor174.png;Red;5.0;0.62992126;0.49803922;75.029;-13.790268;45.578567;122;133;112
434;681;122;62;61;iPhone 12 Pro;legocolor174.png;Red;1.0;0.5;0.47843137;79.826;-9.262392;36.986598;122;133;112
609;628;47;49;46;iPhone 12 Pro;legocolor174.png;Dark Bluish Grey;100.0;0.06122449;0.19215686;48.06;-1.01352;-0.92962;122;133;112
615;735;72;77;73;iPhone 12 Pro;legocolor174.png;Dark Bluish Grey;132.0;0.06493506;0.30196078;75.049;-1.008108;-2.673973;122;133;112
795;676;9;15;13;iPhone 12 Pro;legocolor174.png;Black;160.0;0.4;0.05882353;12.978;0.010824;-3.488706;122;133;112
869;797;33;35;34;iPhone 12 Pro;legocolor174.png;Black;150.0;0.05714286;0.1372549;34.288;-0.141696;-1.129576;122;133;112
981;652;59;65;61;iPhone 12 Pro;legocolor174.png;Light Bluish Grey;140.0;0.09230769;0.25490196;62.75;-0.861;-3.28875;122;133;112
1030;800;118;125;118;iPhone 12 Pro;legocolor174.png;Light Bluish Grey;120.0;0.056;0.49019608;122.109;-2.021628;-3.603593;122;133;112
724;138;236;123;17;iPhone 12 Pro;legocolor175.png;Orange;29.0;0.9279661;0.9254902;144.703;-62.829876;80.067469;90;118;124
721;296;233;126;20;iPhone 12 Pro;legocolor175.png;Orange;30.0;0.91416309;0.91372549;145.909;-61.947228;76.378807;90;118;124
779;348;89;168;201;iPhone 12 Pro;legocolor175.png;Medium Azure;198.0;0.55721393;0.78823529;148.141;26.006628;-51.866657;90;118;124
813;513;82;157;186;iPhone 12 Pro;legocolor175.png;Medium Azure;197.0;0.55913978;0.72941176;137.881;23.674548;-49.007637;90;118;124
763;515;98;141;183;iPhone 12 Pro;legocolor175.png;Dark Azure;210.0;0.46448087;0.71764706;132.931;24.633948;-30.634487;90;118;124
745;659;66;111;142;iPhone 12 Pro;legocolor175.png;Dark Azure;204.0;0.53521127;0.55686275;101.079;20.133132;-30.764283;90;118;124
847;683;158;188;186;iPhone 12 Pro;legocolor175.png;Aqua;176.0;0.15957447;0.7372549;178.802;3.541416;-18.243354;90;118;124
839;768;162;170;133;iPhone 12 Pro;legocolor175.png;Aqua;73.0;0.21764706;0.66666667;163.39;-14.95188;-1.21903;90;118;124
965;794;202;170;49;iPhone 12 Pro;legocolor175.png;Yellow;47.0;0.75742574;0.79215686;165.774;-57.452808;31.770202;90;118;124
1019;862;187;149;42;iPhone 12 Pro;legocolor175.png;Yellow;44.0;0.77540107;0.73333333;148.164;-52.232688;34.059172;90;118;124
904;868;203;188;123;iPhone 12 Pro;legocolor175.png;Bright Light Yellow;49.0;0.39408867;0.79607843;185.075;-30.5409;15.720225;90;118;124
948;934;179;152;71;iPhone 12 Pro;legocolor175.png;Bright Light Yellow;45.0;0.60335196;0.70196078;150.839;-39.280788;24.697197;90;118;124
1081;1015;211;164;182;iPhone 12 Pro;legocolor175.png;Bright Pink;337.0;0.22274882;0.82745098;180.105;0.93234;27.094915;90;118;124
1112;1101;203;145;159;iPhone 12 Pro;legocolor175.png;Bright Pink;346.0;0.28571429;0.79607843;163.938;-2.429496;34.257374;90;118;124
485;98;224;216;195;iPhone 12 Pro;legocolor175.png;White;43.0;0.12946429;0.87843137;215.998;-10.331016;7.017754;90;118;124
496;210;230;224;200;iPhone 12 Pro;legocolor175.png;White;48.0;0.13043478;0.90196078;223.058;-11.344536;6.088134;90;118;124
431;369;196;211;116;iPhone 12 Pro;legocolor175.png;Yellowish Green;69.0;0.45023697;0.82745098;195.685;-39.20502;0.276255;90;118;124
431;427;149;158;79;iPhone 12 Pro;legocolor175.png;Yellowish Green;67.0;0.5;0.61960784;146.303;-33.113076;2.365269;90;118;124
292;495;178;156;107;iPhone 12 Pro;legocolor175.png;Tan;41.0;0.3988764;0.69803922;156.992;-24.596064;18.424016;90;118;124
290;550;147;124;80;iPhone 12 Pro;legocolor175.png;Tan;39.0;0.45578231;0.57647059;125.861;-22.563612;18.538903;90;118;124
192;567;152;55;49;iPhone 12 Pro;legocolor175.png;Red;3.0;0.67763158;0.59607843;83.319;-16.884948;60.233237;90;118;124
191;639;152;59;52;iPhone 12 Pro;legocolor175.png;Red;4.0;0.65789474;0.59607843;86.009;-16.732428;57.874107;90;118;124
285;705;170;165;159;iPhone 12 Pro;legocolor175.png;Dark Bluish Grey;33.0;0.06470588;0.66666667;165.811;-3.351012;3.673753;90;118;124
338;785;94;91;84;iPhone 12 Pro;legocolor175.png;Dark Bluish Grey;42.0;0.10638298;0.36862745;91.099;-3.492708;2.544177;90;118;124
450;813;58;56;43;iPhone 12 Pro;legocolor175.png;Black;52.0;0.25862069;0.22745098;55.116;-5.961072;2.529268;90;118;124
494;896;40;38;26;iPhone 12 Pro;legocolor175.png;Black;51.0;0.35;0.15686275;37.23;-5.52516;2.42929;90;118;124
647;825;159;155;144;iPhone 12 Pro;legocolor175.png;Light Bluish Grey;44.0;0.09433962;0.62352941;154.942;-5.383464;3.558866;90;118;124
690;972;153;150;141;iPhone 12 Pro;legocolor175.png;Light Bluish Grey;45.0;0.07843137;0.6;149.871;-4.364532;2.744133;90;118;124
334;509;171;53;0;iPhone 12 Pro;legocolor176.png;Orange;19.0;1.0;0.67058824;82.24;-40.46208;77.84252;122;136;114
487;551;223;126;23;iPhone 12 Pro;legocolor176.png;Orange;31.0;0.89686099;0.8745098;143.261;-59.168412;69.931103;122;136;114
552;512;64;122;134;iPhone 12 Pro;legocolor176.png;Medium Azure;190.0;0.52238806;0.5254902;106.026;13.763208;-36.856802;122;136;114
742;548;70;125;146;iPhone 12 Pro;legocolor176.png;Medium Azure;197.0;0.52054795;0.57254902;110.949;17.245092;-35.912273;122;136;114
788;504;54;137;229;iPhone 12 Pro;legocolor176.png;Dark Azure;212.0;0.76419214;0.89803922;122.671;52.313868;-60.224467;122;136;114
835;596;61;90;120;iPhone 12 Pro;legocolor176.png;Dark Azure;211.0;0.49166667;0.47058824;84.749;17.343492;-20.827873;122;136;114
870;519;133;156;148;iPhone 12 Pro;legocolor176.png;Aqua;159.0;0.1474359;0.61176471;148.211;-0.103812;-13.340047;122;136;114
901;579;147;168;159;iPhone 12 Pro;legocolor176.png;Aqua;154.0;0.125;0.65882353;160.695;-0.83394;-12.010515;122;136;114
944;489;169;146;52;iPhone 12 Pro;legocolor176.png;Yellow;48.0;0.69230769;0.6627451;142.161;-44.359212;23.537803;122;136;114
981;539;186;156;36;iPhone 12 Pro;legocolor176.png;Yellow;48.0;0.80645161;0.72941176;151.29;-56.72268;30.44067;122;136;114
1023;544;168;158;89;iPhone 12 Pro;legocolor176.png;Bright Light Yellow;52.0;0.4702381;0.65882353;153.124;-31.549008;13.046252;122;136;114
1059;570;179;167;85;iPhone 12 Pro;legocolor176.png;Bright Light Yellow;52.0;0.52513966;0.70196078;161.24;-37.51008;15.57552;122;136;114
1121;474;162;126;140;iPhone 12 Pro;legocolor176.png;Bright Pink;337.0;0.22222222;0.63529412;138.36;0.80688;20.73228;122;136;114
1162;517;178;134;151;iPhone 12 Pro;legocolor176.png;Bright Pink;337.0;0.24719101;0.69803922;149.094;0.937752;25.350562;122;136;114
281;635;146;151;128;iPhone 12 Pro;legocolor176.png;White;73.0;0.15231788;0.59215686;146.883;-9.290436;-0.774391;122;136;114
431;716;174;174;148;iPhone 12 Pro;legocolor176.png;White;60.0;0.14942529;0.68235294;171.036;-11.333712;2.599428;122;136;114
532;746;153;171;89;iPhone 12 Pro;legocolor176.png;Yellowish Green;73.0;0.47953216;0.67058824;156.27;-33.09684;-2.86779;122;136;114
572;776;156;171;88;iPhone 12 Pro;legocolor176.png;Yellowish Green;71.0;0.48538012;0.67058824;157.053;-33.974076;-0.923481;122;136;114
641;794;141;132;91;iPhone 12 Pro;legocolor176.png;Tan;49.0;0.35460993;0.55294118;130.017;-19.196364;9.632091;122;136;114
716;842;149;136;91;iPhone 12 Pro;legocolor176.png;Tan;47.0;0.38926174;0.58431373;134.757;-21.528444;12.491111;122;136;114
779;849;131;62;55;iPhone 12 Pro;legocolor176.png;Red;6.0;0.58015267;0.51372549;81.833;-13.201836;43.119459;122;136;114
816;914;102;31;27;iPhone 12 Pro;legocolor176.png;Red;3.0;0.73529412;0.4;51.773;-12.188316;44.049079;122;136;114
922;824;65;67;64;iPhone 12 Pro;legocolor176.png;Dark Bluish Grey;100.0;0.04477612;0.2627451;66.06;-1.01352;-0.92962;122;136;114
983;827;72;74;73;iPhone 12 Pro;legocolor176.png;Dark Bluish Grey;150.0;0.02702703;0.29019608;73.288;-0.141696;-1.129576;122;136;114
1084;711;23;25;24;iPhone 12 Pro;legocolor176.png;Black;150.0;0.08;0.09803922;24.288;-0.141696;-1.129576;122;136;114
1127;768;24;26;25;iPhone 12 Pro;legocolor176.png;Black;150.0;0.07692308;0.10196078;25.288;-0.141696;-1.129576;122;136;114
1115;619;53;60;53;iPhone 12 Pro;legocolor176.png;Light Bluish Grey;120.0;0.11666667;0.23529412;57.109;-2.021628;-3.603593;122;136;114
1188;684;102;104;99;iPhone 12 Pro;legocolor176.png;Light Bluish Grey;84.0;0.04807692;0.40784314;102.832;-1.885344;-0.729664;122;136;114
273;457;209;94;1;iPhone 12 Pro;legocolor177.png;Orange;27.0;0.99521531;0.81960784;117.783;-57.457236;79.997309;76;120;128
433;493;242;141;61;iPhone 12 Pro;legocolor177.png;Orange;27.0;0.74793388;0.94901961;162.079;-49.730868;70.090717;76;120;128
501;460;88;152;180;iPhone 12 Pro;legocolor177.png;Medium Azure;198.0;0.51111111;0.70588235;136.056;21.620448;-42.145112;76;120;128
656;478;88;154;189;iPhone 12 Pro;legocolor177.png;Medium Azure;201.0;0.53439153;0.74117647;138.256;24.966048;-44.074512;76;120;128
729;456;62;122;184;iPhone 12 Pro;legocolor177.png;Dark Azure;210.0;0.66304348;0.72156863;111.128;35.853024;-43.085256;76;120;128
739;545;71;131;193;iPhone 12 Pro;legocolor177.png;Dark Azure;210.0;0.63212435;0.75686275;120.128;35.853024;-43.085256;76;120;128
784;451;176;196;194;iPhone 12 Pro;legocolor177.png;Aqua;174.0;0.10204082;0.76862745;189.792;2.070336;-12.095584;76;120;128
804;471;206;237;231;iPhone 12 Pro;legocolor177.png;Aqua;168.0;0.13080169;0.92941176;227.047;1.944876;-18.458219;76;120;128
825;419;205;165;43;iPhone 12 Pro;legocolor177.png;Yellow;45.0;0.7902439;0.80392157;163.052;-59.065584;36.788396;76;120;128
852;467;218;183;55;iPhone 12 Pro;legocolor177.png;Yellow;47.0;0.74770642;0.85490196;178.873;-60.945516;34.314379;76;120;128
890;459;205;179;86;iPhone 12 Pro;legocolor177.png;Bright Light Yellow;47.0;0.5804878;0.80392157;176.172;-44.364624;25.282156;76;120;128
924;490;217;200;108;iPhone 12 Pro;legocolor177.png;Bright Light Yellow;51.0;0.50230415;0.85098039;194.595;-42.60474;19.649185;76;120;128
974;397;216;160;185;iPhone 12 Pro;legocolor177.png;Bright Pink;333.0;0.25925926;0.84705882;179.594;2.659752;31.928062;76;120;128
997;433;219;165;191;iPhone 12 Pro;legocolor177.png;Bright Pink;331.0;0.24657534;0.85882353;184.11;3.38988;30.59853;76;120;128
285;579;185;178;162;iPhone 12 Pro;legocolor177.png;White;42.0;0.12432432;0.7254902;178.269;-8.004348;5.903087;76;120;128
447;663;203;194;179;iPhone 12 Pro;legocolor177.png;White;38.0;0.1182266;0.79607843;194.981;-7.862652;7.032663;76;120;128
513;667;171;185;108;iPhone 12 Pro;legocolor177.png;Yellowish Green;71.0;0.41621622;0.7254902;172.036;-31.505712;-0.908572;76;120;128
550;694;176;190;111;iPhone 12 Pro;legocolor177.png;Yellowish Green;71.0;0.41578947;0.74509804;176.808;-32.377536;-0.708616;76;120;128
616;714;189;166;114;iPhone 12 Pro;legocolor177.png;Tan;42.0;0.3968254;0.74117647;166.949;-26.050908;19.338727;76;120;128
696;767;177;156;113;iPhone 12 Pro;legocolor177.png;Tan;40.0;0.36158192;0.69411765;157.377;-21.833484;17.209371;76;120;128
765;758;175;73;68;iPhone 12 Pro;legocolor177.png;Red;3.0;0.61142857;0.68627451;102.928;-17.184576;63.207144;76;120;128
791;806;184;57;51;iPhone 12 Pro;legocolor177.png;Red;3.0;0.72282609;0.72156863;94.289;-21.298188;78.676547;76;120;128
856;721;122;122;120;iPhone 12 Pro;legocolor177.png;Dark Bluish Grey;60.0;0.01639344;0.47843137;121.772;-0.871824;0.199956;76;120;128
927;737;127;127;125;iPhone 12 Pro;legocolor177.png;Dark Bluish Grey;60.0;0.01574803;0.49803922;126.772;-0.871824;0.199956;76;120;128
1016;604;75;74;70;iPhone 12 Pro;legocolor177.png;Black;48.0;0.06666667;0.29411765;73.843;-1.890756;1.014689;76;120;128
1046;680;92;92;92;iPhone 12 Pro;legocolor177.png;Black;0.0;0.0;0.36078431;92.0;0.0;0.0;76;120;128
1026;525;147;149;146;iPhone 12 Pro;legocolor177.png;Light Bluish Grey;100.0;0.02013423;0.58431373;148.06;-1.01352;-0.92962;76;120;128
1065;565;161;161;159;iPhone 12 Pro;legocolor177.png;Light Bluish Grey;60.0;0.01242236;0.63137255;160.772;-0.871824;0.199956;76;120;128
165;631;240;127;23;iPhone 12 Pro;legocolor178.png;Orange;29.0;0.90416667;0.94117647;148.931;-61.958052;79.867513;115;128;100
320;634;236;138;31;iPhone 12 Pro;legocolor178.png;Orange;31.0;0.86864407;0.9254902;155.104;-61.059168;70.945792;115;128;100
375;590;87;145;165;iPhone 12 Pro;legocolor178.png;Medium Azure;195.0;0.47272727;0.64705882;129.938;17.250504;-37.656626;115;128;100
540;581;85;133;155;iPhone 12 Pro;legocolor178.png;Medium Azure;199.0;0.4516129;0.60784314;121.156;16.651248;-31.708812;115;128;100
609;525;58;109;156;iPhone 12 Pro;legocolor178.png;Dark Azure;209.0;0.62820513;0.61176471;99.109;27.990372;-36.052593;115;128;100
618;617;64;114;167;iPhone 12 Pro;legocolor178.png;Dark Azure;211.0;0.61676647;0.65490196;105.092;30.458736;-36.037684;115;128;100
650;512;150;173;165;iPhone 12 Pro;legocolor178.png;Aqua;159.0;0.13294798;0.67843137;165.211;-0.103812;-13.340047;115;128;100
650;543;147;178;170;iPhone 12 Pro;legocolor178.png;Aqua;165.0;0.1741573;0.69803922;167.819;1.073052;-18.258263;115;128;100
682;494;183;153;31;iPhone 12 Pro;legocolor178.png;Yellow;48.0;0.83060109;0.71764706;148.062;-57.594504;30.640626;115;128;100
688;541;197;168;42;iPhone 12 Pro;legocolor178.png;Yellow;49.0;0.78680203;0.77254902;162.307;-59.191044;30.425761;115;128;100
755;524;190;180;95;iPhone 12 Pro;legocolor178.png;Bright Light Yellow;54.0;0.5;0.74509804;173.3;-38.5236;14.6459;115;128;100
755;546;193;183;98;iPhone 12 Pro;legocolor178.png;Bright Light Yellow;54.0;0.49222798;0.75686275;176.3;-38.5236;14.6459;115;128;100
792;452;181;136;157;iPhone 12 Pro;legocolor178.png;Bright Pink;332.0;0.24861878;0.70980392;151.849;2.534292;25.565427;115;128;100
793;493;198;151;171;iPhone 12 Pro;legocolor178.png;Bright Pink;334.0;0.23737374;0.77647059;167.333;1.804164;26.894959;115;128;100
309;721;167;169;147;iPhone 12 Pro;legocolor178.png;White;65.0;0.13017751;0.6627451;165.894;-9.295848;0.969962;115;128;100
347;790;188;187;167;iPhone 12 Pro;legocolor178.png;White;57.0;0.11170213;0.7372549;185.019;-8.865348;2.614337;115;128;100
464;763;157;168;100;iPhone 12 Pro;legocolor178.png;Yellowish Green;70.0;0.4047619;0.65882353;156.959;-28.023828;0.035957;115;128;100
515;796;164;179;98;iPhone 12 Pro;legocolor178.png;Yellowish Green;71.0;0.45251397;0.70196078;165.281;-33.102252;-1.123437;115;128;100
631;784;153;144;103;iPhone 12 Pro;legocolor178.png;Tan;49.0;0.32679739;0.6;142.017;-19.196364;9.632091;115;128;100
684;807;161;147;102;iPhone 12 Pro;legocolor178.png;Tan;46.0;0.36645963;0.63137255;146.056;-21.675552;13.105888;115;128;100
778;765;135;54;50;iPhone 12 Pro;legocolor178.png;Red;3.0;0.62962963;0.52941176;77.763;-13.659396;50.196849;115;128;100
799;826;144;51;44;iPhone 12 Pro;legocolor178.png;Red;4.0;0.69444444;0.56470588;78.009;-16.732428;57.874107;115;128;100
850;680;81;83;80;iPhone 12 Pro;legocolor178.png;Dark Bluish Grey;100.0;0.03614458;0.3254902;82.06;-1.01352;-0.92962;115;128;100
862;752;96;96;96;iPhone 12 Pro;legocolor178.png;Dark Bluish Grey;0.0;0.0;0.37647059;96.0;0.0;0.0;115;128;100
970;586;16;28;26;iPhone 12 Pro;legocolor178.png;Black;170.0;0.42857143;0.10980392;24.184;0.893472;-7.177368;115;128;100
963;665;45;47;46;iPhone 12 Pro;legocolor178.png;Black;150.0;0.04255319;0.18431373;46.288;-0.141696;-1.129576;115;128;100
952;511;102;113;107;iPhone 12 Pro;legocolor178.png;Light Bluish Grey;147.0;0.09734513;0.44313725;109.027;-0.997284;-6.162679;115;128;100
942;548;97;108;102;iPhone 12 Pro;legocolor178.png;Light Bluish Grey;147.0;0.10185185;0.42352941;104.027;-0.997284;-6.162679;115;128;100
989;138;241;147;57;iPhone 12 Pro;legocolor179.png;Orange;29.0;0.76348548;0.94509804;164.846;-53.060232;66.787058;125;135;115
986;306;143;79;17;iPhone 12 Pro;legocolor179.png;Orange;30.0;0.88111888;0.56078431;91.068;-36.441456;45.544364;125;135;115
1035;285;96;184;230;iPhone 12 Pro;legocolor179.png;Medium Azure;201.0;0.5826087;0.90196078;162.932;32.997456;-58.699364;125;135;115
1087;407;49;115;147;iPhone 12 Pro;legocolor179.png;Medium Azure;200.0;0.66666667;0.57647059;98.914;23.658312;-43.774578;125;135;115
1028;362;37;116;195;iPhone 12 Pro;legocolor179.png;Dark Azure;210.0;0.81025641;0.76470588;101.385;46.05858;-56.465645;125;135;115
1022;482;42;81;120;iPhone 12 Pro;legocolor179.png;Dark Azure;210.0;0.65;0.47058824;73.785;22.73778;-27.875445;125;135;115
1108;461;214;242;243;iPhone 12 Pro;legocolor179.png;Aqua;182.0;0.11934156;0.95294118;233.742;4.554936;-17.313734;125;135;115
1100;562;128;146;132;iPhone 12 Pro;legocolor179.png;Aqua;133.0;0.12328767;0.57254902;139.022;-3.454824;-9.666294;125;135;115
1234;573;235;207;38;iPhone 12 Pro;legocolor179.png;Yellow;51.0;0.83829787;0.92156863;196.106;-77.788152;34.110038;125;135;115
1255;653;155;128;37;iPhone 12 Pro;legocolor179.png;Yellow;46.0;0.76129032;0.60784314;125.699;-43.639908;25.696977;125;135;115
1198;656;226;213;108;iPhone 12 Pro;legocolor179.png;Bright Light Yellow;53.0;0.52212389;0.88627451;204.917;-47.683164;18.489791;125;135;115
1199;739;165;151;86;iPhone 12 Pro;legocolor179.png;Bright Light Yellow;49.0;0.47878788;0.64705882;147.776;-30.393792;15.105448;125;135;115
1371;733;182;126;161;iPhone 12 Pro;legocolor179.png;Bright Pink;322.0;0.30769231;0.71372549;146.734;7.018872;30.928282;125;135;115
1366;853;192;146;183;iPhone 12 Pro;legocolor179.png;Bright Pink;312.0;0.23958333;0.75294118;163.972;9.361776;24.580556;125;135;115
781;100;239;239;231;iPhone 12 Pro;legocolor179.png;White;60.0;0.0334728;0.9372549;238.088;-3.487296;0.799824;125;135;115
788;273;115;118;97;iPhone 12 Pro;legocolor179.png;White;69.0;0.1779661;0.4627451;114.709;-8.712828;0.255207;125;135;115
